Código disciplina;Nome disciplina;Qtd de estudantes;Aprovações;Reprovações;Abandonos;Taxa de aprovação;Taxa de reprovação
FCTE0017;Mecânica de Voo;49;39;9;1;0.7959;0.1837
FCTE0017;Mecânica de Voo;72;58;13;1;0.8056;0.1806
FCTE0017;Mecânica de Voo;46;28;13;5;0.6087;0.2826
FCTE0017;Mecânica de Voo;48;37;8;3;0.7708;0.1667
FCTE0017;Mecânica de Voo;70;51;17;2;0.7286;0.2429
FCTE0017;Mecânica de Voo;52;36;11;5;0.6923;0.2115
FCTE0017;Mecânica de Voo;25;19;4;2;0.76;0.16
FCTE0017;Mecânica de Voo;47;33;11;3;0.7021;0.234
FCTE0017;Mecânica de Voo;71;51;15;5;0.7183;0.2113
FCTE0018;Dinâmica dos Gases;24;11;10;3;0.4583;0.4167
FCTE0018;Dinâmica dos Gases;23;17;5;1;0.7391;0.2174
FCTE0018;Dinâmica dos Gases;70;58;8;4;0.8286;0.1143
FCTE0018;Dinâmica dos Gases;31;20;11;0;0.6452;0.3548
FCTE0018;Dinâmica dos Gases;71;32;36;3;0.4507;0.507
FCTE0018;Dinâmica dos Gases;27;18;6;3;0.6667;0.2222
FCTE0018;Dinâmica dos Gases;67;39;24;4;0.5821;0.3582
FCTE0018;Dinâmica dos Gases;61;46;14;1;0.7541;0.2295
FCTE0018;Dinâmica dos Gases;58;40;14;4;0.6897;0.2414
FCTE0018;Dinâmica dos Gases;33;23;10;0;0.697;0.303
FCTE0018;Dinâmica dos Gases;18;17;1;0;0.9444;0.0556
FCTE0018;Dinâmica dos Gases;40;31;6;3;0.775;0.15
FCTE0018;Dinâmica dos Gases;65;45;17;3;0.6923;0.2615
FCTE0018;Dinâmica dos Gases;71;47;19;5;0.662;0.2676
FCTE0018;Dinâmica dos Gases;29;20;7;2;0.6897;0.2414
FCTE0018;Dinâmica dos Gases;46;33;9;4;0.7174;0.1957
FCTE0018;Dinâmica dos Gases;77;57;16;4;0.7403;0.2078
FCTE0018;Dinâmica dos Gases;63;40;20;3;0.6349;0.3175
FCTE0018;Dinâmica dos Gases;19;15;2;2;0.7895;0.1053
FCTE0018;Dinâmica dos Gases;23;17;5;1;0.7391;0.2174
FCTE0018;Dinâmica dos Gases;81;62;19;0;0.7654;0.2346
FCTE0018;Dinâmica dos Gases;31;21;9;1;0.6774;0.2903
FCTE0018;Dinâmica dos Gases;76;49;22;5;0.6447;0.2895
FCTE0018;Dinâmica dos Gases;67;43;16;8;0.6418;0.2388
FCTE0019;Propulsão Aeroespacial;33;19;11;3;0.5758;0.3333
FCTE0019;Propulsão Aeroespacial;21;15;6;0;0.7143;0.2857
FCTE0019;Propulsão Aeroespacial;45;35;10;0;0.7778;0.2222
FCTE0019;Propulsão Aeroespacial;64;41;19;4;0.6406;0.2969
FCTE0019;Propulsão Aeroespacial;48;25;22;1;0.5208;0.4583
FCTE0019;Propulsão Aeroespacial;37;17;15;5;0.4595;0.4054
FCTE0019;Propulsão Aeroespacial;38;27;9;2;0.7105;0.2368
FCTE0019;Propulsão Aeroespacial;79;53;24;2;0.6709;0.3038
FCTE0019;Propulsão Aeroespacial;53;38;7;8;0.717;0.1321
FCTE0019;Propulsão Aeroespacial;47;32;15;0;0.6809;0.3191
FCTE0019;Propulsão Aeroespacial;43;31;9;3;0.7209;0.2093
FCTE0019;Propulsão Aeroespacial;49;35;12;2;0.7143;0.2449
FCTE0019;Propulsão Aeroespacial;20;15;5;0;0.75;0.25
FCTE0019;Propulsão Aeroespacial;36;24;9;3;0.6667;0.25
FCTE0019;Propulsão Aeroespacial;69;47;18;4;0.6812;0.2609
FCTE0019;Propulsão Aeroespacial;47;31;12;4;0.6596;0.2553
FCTE0019;Propulsão Aeroespacial;81;42;34;5;0.5185;0.4198
FCTE0019;Propulsão Aeroespacial;63;43;16;4;0.6825;0.254
FCTE0019;Propulsão Aeroespacial;65;49;14;2;0.7538;0.2154
FCTE0019;Propulsão Aeroespacial;60;43;13;4;0.7167;0.2167
FCTE0019;Propulsão Aeroespacial;66;45;16;5;0.6818;0.2424
FCTE0019;Propulsão Aeroespacial;68;43;20;5;0.6324;0.2941
FCTE0019;Propulsão Aeroespacial;62;49;11;2;0.7903;0.1774
FCTE0019;Propulsão Aeroespacial;32;20;10;2;0.625;0.3125
FCTE0020;Estruturas Aeroespaciais;70;47;22;1;0.6714;0.3143
FCTE0020;Estruturas Aeroespaciais;27;19;8;0;0.7037;0.2963
FCTE0020;Estruturas Aeroespaciais;61;40;20;1;0.6557;0.3279
FCTE0020;Estruturas Aeroespaciais;29;18;10;1;0.6207;0.3448
FCTE0020;Estruturas Aeroespaciais;74;52;20;2;0.7027;0.2703
FCTE0020;Estruturas Aeroespaciais;62;43;17;2;0.6935;0.2742
FCTE0020;Estruturas Aeroespaciais;25;16;8;1;0.64;0.32
FCTE0020;Estruturas Aeroespaciais;34;25;9;0;0.7353;0.2647
FCTE0020;Estruturas Aeroespaciais;61;44;13;4;0.7213;0.2131
FCTE0020;Estruturas Aeroespaciais;67;42;21;4;0.6269;0.3134
FCTE0020;Estruturas Aeroespaciais;53;24;29;0;0.4528;0.5472
FCTE0020;Estruturas Aeroespaciais;53;37;16;0;0.6981;0.3019
FCTE0020;Estruturas Aeroespaciais;49;32;13;4;0.6531;0.2653
FCTE0020;Estruturas Aeroespaciais;53;32;21;0;0.6038;0.3962
FCTE0020;Estruturas Aeroespaciais;35;29;6;0;0.8286;0.1714
FCTE0020;Estruturas Aeroespaciais;23;11;8;4;0.4783;0.3478
FCTE0020;Estruturas Aeroespaciais;72;47;24;1;0.6528;0.3333
FCTE0020;Estruturas Aeroespaciais;46;37;8;1;0.8043;0.1739
FCTE0020;Estruturas Aeroespaciais;53;32;20;1;0.6038;0.3774
FCTE0020;Estruturas Aeroespaciais;75;47;27;1;0.6267;0.36
FCTE0020;Estruturas Aeroespaciais;65;38;26;1;0.5846;0.4
FCTE0020;Estruturas Aeroespaciais;38;27;11;0;0.7105;0.2895
FCTE0020;Estruturas Aeroespaciais;30;22;8;0;0.7333;0.2667
FCTE0020;Estruturas Aeroespaciais;35;18;17;0;0.5143;0.4857
FCTE0021;Sistemas de Controle de Voo;75;55;17;3;0.7333;0.2267
FCTE0021;Sistemas de Controle de Voo;65;57;5;3;0.8769;0.0769
FCTE0021;Sistemas de Controle de Voo;55;41;11;3;0.7455;0.2
FCTE0021;Sistemas de Controle de Voo;66;54;12;0;0.8182;0.1818
FCTE0021;Sistemas de Controle de Voo;47;42;4;1;0.8936;0.0851
FCTE0021;Sistemas de Controle de Voo;45;39;5;1;0.8667;0.1111
FCTE0021;Sistemas de Controle de Voo;40;36;2;2;0.9;0.05
FCTE0021;Sistemas de Controle de Voo;68;59;6;3;0.8676;0.0882
FCTE0021;Sistemas de Controle de Voo;60;53;5;2;0.8833;0.0833
FCTE0021;Sistemas de Controle de Voo;65;56;7;2;0.8615;0.1077
FCTE0021;Sistemas de Controle de Voo;31;24;5;2;0.7742;0.1613
FCTE0021;Sistemas de Controle de Voo;44;33;9;2;0.75;0.2045
FCTE0021;Sistemas de Controle de Voo;48;41;6;1;0.8542;0.125
FCTE0021;Sistemas de Controle de Voo;39;33;6;0;0.8462;0.1538
FCTE0021;Sistemas de Controle de Voo;47;41;5;1;0.8723;0.1064
FCTE0021;Sistemas de Controle de Voo;45;36;8;1;0.8;0.1778
FCTE0021;Sistemas de Controle de Voo;50;43;5;2;0.86;0.1
FCTE0021;Sistemas de Controle de Voo;25;21;2;2;0.84;0.08
FCTE0021;Sistemas de Controle de Voo;66;56;3;7;0.8485;0.0455
FCTE0021;Sistemas de Controle de Voo;43;35;6;2;0.814;0.1395
FCTE0021;Sistemas de Controle de Voo;75;68;4;3;0.9067;0.0533
FCTE0021;Sistemas de Controle de Voo;24;19;4;1;0.7917;0.1667
FCTE0021;Sistemas de Controle de Voo;40;31;8;1;0.775;0.2
FCTE0021;Sistemas de Controle de Voo;28;23;1;4;0.8214;0.0357
FCTE0022;Desempenho de Aeronaves;73;59;13;1;0.8082;0.1781
FCTE0022;Desempenho de Aeronaves;45;41;0;4;0.9111;0.0
FCTE0022;Desempenho de Aeronaves;55;49;2;4;0.8909;0.0364
FCTE0022;Desempenho de Aeronaves;66;53;11;2;0.803;0.1667
FCTE0022;Desempenho de Aeronaves;24;22;2;0;0.9167;0.0833
FCTE0022;Desempenho de Aeronaves;41;32;7;2;0.7805;0.1707
FCTE0022;Desempenho de Aeronaves;30;21;9;0;0.7;0.3
FCTE0022;Desempenho de Aeronaves;26;20;5;1;0.7692;0.1923
FCTE0022;Desempenho de Aeronaves;24;18;5;1;0.75;0.2083
FCTE0022;Desempenho de Aeronaves;73;57;13;3;0.7808;0.1781
FCTE0022;Desempenho de Aeronaves;53;39;13;1;0.7358;0.2453
FCTE0022;Desempenho de Aeronaves;27;22;3;2;0.8148;0.1111
FCTE0022;Desempenho de Aeronaves;33;30;2;1;0.9091;0.0606
FCTE0022;Desempenho de Aeronaves;35;28;5;2;0.8;0.1429
FCTE0022;Desempenho de Aeronaves;24;17;5;2;0.7083;0.2083
FCTE0022;Desempenho de Aeronaves;19;16;3;0;0.8421;0.1579
FCTE0022;Desempenho de Aeronaves;30;28;1;1;0.9333;0.0333
FCTE0022;Desempenho de Aeronaves;39;32;7;0;0.8205;0.1795
FCTE0022;Desempenho de Aeronaves;47;38;9;0;0.8085;0.1915
FCTE0022;Desempenho de Aeronaves;24;19;3;2;0.7917;0.125
FCTE0022;Desempenho de Aeronaves;41;33;7;1;0.8049;0.1707
FCTE0022;Desempenho de Aeronaves;66;47;16;3;0.7121;0.2424
FCTE0022;Desempenho de Aeronaves;64;42;19;3;0.6562;0.2969
FCTE0022;Desempenho de Aeronaves;63;55;6;2;0.873;0.0952
FCTE0023;Projeto de Aeronaves;52;37;14;1;0.7115;0.2692
FCTE0023;Projeto de Aeronaves;74;56;15;3;0.7568;0.2027
FCTE0023;Projeto de Aeronaves;21;15;3;3;0.7143;0.1429
FCTE0023;Projeto de Aeronaves;70;53;12;5;0.7571;0.1714
FCTE0023;Projeto de Aeronaves;36;32;1;3;0.8889;0.0278
FCTE0023;Projeto de Aeronaves;58;44;12;2;0.7586;0.2069
FCTE0023;Projeto de Aeronaves;45;35;7;3;0.7778;0.1556
FCTE0023;Projeto de Aeronaves;68;39;25;4;0.5735;0.3676
FCTE0023;Projeto de Aeronaves;25;17;6;2;0.68;0.24
FCTE0023;Projeto de Aeronaves;55;44;10;1;0.8;0.1818
FCTE0023;Projeto de Aeronaves;45;37;7;1;0.8222;0.1556
FCTE0023;Projeto de Aeronaves;18;14;4;0;0.7778;0.2222
FCTE0023;Projeto de Aeronaves;53;45;8;0;0.8491;0.1509
FCTE0023;Projeto de Aeronaves;62;45;14;3;0.7258;0.2258
FCTE0023;Projeto de Aeronaves;61;46;12;3;0.7541;0.1967
FCTE0023;Projeto de Aeronaves;24;15;5;4;0.625;0.2083
FCTE0023;Projeto de Aeronaves;51;33;13;5;0.6471;0.2549
FCTE0023;Projeto de Aeronaves;68;54;8;6;0.7941;0.1176
FCTE0023;Projeto de Aeronaves;74;56;15;3;0.7568;0.2027
FCTE0023;Projeto de Aeronaves;76;54;18;4;0.7105;0.2368
FCTE0023;Projeto de Aeronaves;75;58;14;3;0.7733;0.1867
FCTE0023;Projeto de Aeronaves;46;34;10;2;0.7391;0.2174
FCTE0023;Projeto de Aeronaves;80;65;10;5;0.8125;0.125
FCTE0023;Projeto de Aeronaves;59;46;9;4;0.7797;0.1525
FCTE0024;Mecânica Orbital;67;44;16;7;0.6567;0.2388
FCTE0024;Mecânica Orbital;71;48;22;1;0.6761;0.3099
FCTE0024;Mecânica Orbital;25;16;7;2;0.64;0.28
FCTE0024;Mecânica Orbital;45;35;7;3;0.7778;0.1556
FCTE0024;Mecânica Orbital;67;43;17;7;0.6418;0.2537
FCTE0024;Mecânica Orbital;54;36;15;3;0.6667;0.2778
FCTE0024;Mecânica Orbital;59;43;12;4;0.7288;0.2034
FCTE0024;Mecânica Orbital;50;31;14;5;0.62;0.28
FCTE0024;Mecânica Orbital;26;21;3;2;0.8077;0.1154
FCTE0024;Mecânica Orbital;67;48;14;5;0.7164;0.209
FCTE0024;Mecânica Orbital;42;34;8;0;0.8095;0.1905
FCTE0024;Mecânica Orbital;56;34;17;5;0.6071;0.3036
FCTE0024;Mecânica Orbital;26;21;5;0;0.8077;0.1923
FCTE0024;Mecânica Orbital;42;32;7;3;0.7619;0.1667
FCTE0024;Mecânica Orbital;77;58;15;4;0.7532;0.1948
FCTE0024;Mecânica Orbital;49;40;5;4;0.8163;0.102
FCTE0024;Mecânica Orbital;21;13;7;1;0.619;0.3333
FCTE0024;Mecânica Orbital;52;39;8;5;0.75;0.1538
FCTE0024;Mecânica Orbital;65;44;21;0;0.6769;0.3231
FCTE0024;Mecânica Orbital;74;59;13;2;0.7973;0.1757
FCTE0024;Mecânica Orbital;75;50;15;10;0.6667;0.2
FCTE0024;Mecânica Orbital;80;59;16;5;0.7375;0.2
FCTE0024;Mecânica Orbital;70;60;8;2;0.8571;0.1143
FCTE0024;Mecânica Orbital;27;12;11;4;0.4444;0.4074
FCTE0025;Sistemas Espaciais;40;31;8;1;0.775;0.2
FCTE0025;Sistemas Espaciais;78;58;18;2;0.7436;0.2308
FCTE0025;Sistemas Espaciais;57;43;14;0;0.7544;0.2456
FCTE0025;Sistemas Espaciais;33;27;6;0;0.8182;0.1818
FCTE0025;Sistemas Espaciais;59;41;13;5;0.6949;0.2203
FCTE0025;Sistemas Espaciais;76;46;30;0;0.6053;0.3947
FCTE0025;Sistemas Espaciais;30;22;7;1;0.7333;0.2333
FCTE0025;Sistemas Espaciais;33;25;8;0;0.7576;0.2424
FCTE0025;Sistemas Espaciais;59;44;15;0;0.7458;0.2542
FCTE0025;Sistemas Espaciais;56;39;17;0;0.6964;0.3036
FCTE0025;Sistemas Espaciais;66;48;17;1;0.7273;0.2576
FCTE0025;Sistemas Espaciais;73;53;17;3;0.726;0.2329
FCTE0025;Sistemas Espaciais;54;44;10;0;0.8148;0.1852
FCTE0025;Sistemas Espaciais;70;49;18;3;0.7;0.2571
FCTE0025;Sistemas Espaciais;54;42;11;1;0.7778;0.2037
FCTE0025;Sistemas Espaciais;80;71;7;2;0.8875;0.0875
FCTE0025;Sistemas Espaciais;21;15;6;0;0.7143;0.2857
FCTE0025;Sistemas Espaciais;71;50;17;4;0.7042;0.2394
FCTE0025;Sistemas Espaciais;50;38;10;2;0.76;0.2
FCTE0025;Sistemas Espaciais;25;18;7;0;0.72;0.28
FCTE0025;Sistemas Espaciais;47;33;13;1;0.7021;0.2766
FCTE0025;Sistemas Espaciais;67;55;12;0;0.8209;0.1791
FCTE0025;Sistemas Espaciais;44;34;9;1;0.7727;0.2045
FCTE0025;Sistemas Espaciais;33;20;13;0;0.6061;0.3939
FCTE0026;Materiais Aeroespaciais;33;26;6;1;0.7879;0.1818
FCTE0026;Materiais Aeroespaciais;33;30;3;0;0.9091;0.0909
FCTE0026;Materiais Aeroespaciais;35;21;13;1;0.6;0.3714
FCTE0026;Materiais Aeroespaciais;62;44;16;2;0.7097;0.2581
FCTE0026;Materiais Aeroespaciais;26;19;6;1;0.7308;0.2308
FCTE0026;Materiais Aeroespaciais;72;53;16;3;0.7361;0.2222
FCTE0026;Materiais Aeroespaciais;42;22;19;1;0.5238;0.4524
FCTE0026;Materiais Aeroespaciais;68;49;16;3;0.7206;0.2353
FCTE0026;Materiais Aeroespaciais;41;32;8;1;0.7805;0.1951
FCTE0026;Materiais Aeroespaciais;44;31;10;3;0.7045;0.2273
FCTE0026;Materiais Aeroespaciais;30;24;6;0;0.8;0.2
FCTE0026;Materiais Aeroespaciais;21;16;5;0;0.7619;0.2381
FCTE0026;Materiais Aeroespaciais;29;19;8;2;0.6552;0.2759
FCTE0026;Materiais Aeroespaciais;58;36;21;1;0.6207;0.3621
FCTE0026;Materiais Aeroespaciais;70;47;18;5;0.6714;0.2571
FCTE0026;Materiais Aeroespaciais;57;37;17;3;0.6491;0.2982
FCTE0026;Materiais Aeroespaciais;45;21;23;1;0.4667;0.5111
FCTE0026;Materiais Aeroespaciais;79;50;25;4;0.6329;0.3165
FCTE0026;Materiais Aeroespaciais;57;34;22;1;0.5965;0.386
FCTE0026;Materiais Aeroespaciais;30;26;4;0;0.8667;0.1333
FCTE0026;Materiais Aeroespaciais;73;46;25;2;0.6301;0.3425
FCTE0026;Materiais Aeroespaciais;28;22;6;0;0.7857;0.2143
FCTE0026;Materiais Aeroespaciais;61;44;13;4;0.7213;0.2131
FCTE0026;Materiais Aeroespaciais;52;34;18;0;0.6538;0.3462
FCTE0027;Aeroelasticidade;29;15;13;1;0.5172;0.4483
FCTE0027;Aeroelasticidade;73;41;20;12;0.5616;0.274
FCTE0027;Aeroelasticidade;79;54;22;3;0.6835;0.2785
FCTE0027;Aeroelasticidade;68;40;25;3;0.5882;0.3676
FCTE0027;Aeroelasticidade;78;53;24;1;0.6795;0.3077
FCTE0027;Aeroelasticidade;62;41;19;2;0.6613;0.3065
FCTE0027;Aeroelasticidade;72;44;24;4;0.6111;0.3333
FCTE0027;Aeroelasticidade;58;35;15;8;0.6034;0.2586
FCTE0027;Aeroelasticidade;24;16;8;0;0.6667;0.3333
FCTE0027;Aeroelasticidade;49;33;14;2;0.6735;0.2857
FCTE0027;Aeroelasticidade;30;22;7;1;0.7333;0.2333
FCTE0027;Aeroelasticidade;20;11;8;1;0.55;0.4
FCTE0027;Aeroelasticidade;56;40;13;3;0.7143;0.2321
FCTE0027;Aeroelasticidade;71;40;29;2;0.5634;0.4085
FCTE0027;Aeroelasticidade;56;30;24;2;0.5357;0.4286
FCTE0027;Aeroelasticidade;69;42;23;4;0.6087;0.3333
FCTE0027;Aeroelasticidade;69;41;25;3;0.5942;0.3623
FCTE0027;Aeroelasticidade;44;33;11;0;0.75;0.25
FCTE0027;Aeroelasticidade;59;36;20;3;0.6102;0.339
FCTE0027;Aeroelasticidade;42;31;10;1;0.7381;0.2381
FCTE0027;Aeroelasticidade;68;46;22;0;0.6765;0.3235
FCTE0027;Aeroelasticidade;68;43;20;5;0.6324;0.2941
FCTE0027;Aeroelasticidade;19;12;6;1;0.6316;0.3158
FCTE0027;Aeroelasticidade;39;27;9;3;0.6923;0.2308
FCTE0028;Ensaios em Túnel de Vento;74;64;5;5;0.8649;0.0676
FCTE0028;Ensaios em Túnel de Vento;70;57;8;5;0.8143;0.1143
FCTE0028;Ensaios em Túnel de Vento;44;37;4;3;0.8409;0.0909
FCTE0028;Ensaios em Túnel de Vento;24;21;1;2;0.875;0.0417
FCTE0028;Ensaios em Túnel de Vento;56;50;3;3;0.8929;0.0536
FCTE0028;Ensaios em Túnel de Vento;30;26;2;2;0.8667;0.0667
FCTE0028;Ensaios em Túnel de Vento;66;57;5;4;0.8636;0.0758
FCTE0028;Ensaios em Túnel de Vento;60;55;0;5;0.9167;0.0
FCTE0028;Ensaios em Túnel de Vento;32;27;3;2;0.8438;0.0938
FCTE0028;Ensaios em Túnel de Vento;22;18;3;1;0.8182;0.1364
FCTE0028;Ensaios em Túnel de Vento;33;24;6;3;0.7273;0.1818
FCTE0028;Ensaios em Túnel de Vento;79;67;8;4;0.8481;0.1013
FCTE0028;Ensaios em Túnel de Vento;62;48;8;6;0.7742;0.129
FCTE0028;Ensaios em Túnel de Vento;47;41;4;2;0.8723;0.0851
FCTE0028;Ensaios em Túnel de Vento;71;55;9;7;0.7746;0.1268
FCTE0028;Ensaios em Túnel de Vento;80;72;2;6;0.9;0.025
FCTE0028;Ensaios em Túnel de Vento;62;44;14;4;0.7097;0.2258
FCTE0028;Ensaios em Túnel de Vento;74;54;14;6;0.7297;0.1892
FCTE0028;Ensaios em Túnel de Vento;76;62;7;7;0.8158;0.0921
FCTE0028;Ensaios em Túnel de Vento;60;55;3;2;0.9167;0.05
FCTE0028;Ensaios em Túnel de Vento;80;67;8;5;0.8375;0.1
FCTE0028;Ensaios em Túnel de Vento;34;32;1;1;0.9412;0.0294
FCTE0028;Ensaios em Túnel de Vento;32;27;2;3;0.8438;0.0625
FCTE0028;Ensaios em Túnel de Vento;50;36;7;7;0.72;0.14
FCTE0029;Dinâmica de Satélites;76;59;13;4;0.7763;0.1711
FCTE0029;Dinâmica de Satélites;58;48;5;5;0.8276;0.0862
FCTE0029;Dinâmica de Satélites;45;35;8;2;0.7778;0.1778
FCTE0029;Dinâmica de Satélites;74;62;9;3;0.8378;0.1216
FCTE0029;Dinâmica de Satélites;39;25;9;5;0.641;0.2308
FCTE0029;Dinâmica de Satélites;36;27;5;4;0.75;0.1389
FCTE0029;Dinâmica de Satélites;41;28;11;2;0.6829;0.2683
FCTE0029;Dinâmica de Satélites;59;48;11;0;0.8136;0.1864
FCTE0029;Dinâmica de Satélites;68;53;7;8;0.7794;0.1029
FCTE0029;Dinâmica de Satélites;36;25;11;0;0.6944;0.3056
FCTE0029;Dinâmica de Satélites;66;49;9;8;0.7424;0.1364
FCTE0029;Dinâmica de Satélites;48;41;3;4;0.8542;0.0625
FCTE0029;Dinâmica de Satélites;30;25;3;2;0.8333;0.1
FCTE0029;Dinâmica de Satélites;81;72;1;8;0.8889;0.0123
FCTE0029;Dinâmica de Satélites;69;49;11;9;0.7101;0.1594
FCTE0029;Dinâmica de Satélites;36;30;3;3;0.8333;0.0833
FCTE0029;Dinâmica de Satélites;49;32;8;9;0.6531;0.1633
FCTE0029;Dinâmica de Satélites;76;61;9;6;0.8026;0.1184
FCTE0029;Dinâmica de Satélites;47;41;4;2;0.8723;0.0851
FCTE0029;Dinâmica de Satélites;44;32;6;6;0.7273;0.1364
FCTE0029;Dinâmica de Satélites;52;45;4;3;0.8654;0.0769
FCTE0029;Dinâmica de Satélites;32;26;3;3;0.8125;0.0938
FCTE0029;Dinâmica de Satélites;37;28;6;3;0.7568;0.1622
FCTE0029;Dinâmica de Satélites;47;38;7;2;0.8085;0.1489
FCTE0030;Propulsão de Foguetes;31;27;3;1;0.871;0.0968
FCTE0030;Propulsão de Foguetes;34;26;6;2;0.7647;0.1765
FCTE0030;Propulsão de Foguetes;75;59;15;1;0.7867;0.2
FCTE0030;Propulsão de Foguetes;37;32;5;0;0.8649;0.1351
FCTE0030;Propulsão de Foguetes;24;17;6;1;0.7083;0.25
FCTE0030;Propulsão de Foguetes;28;22;6;0;0.7857;0.2143
FCTE0030;Propulsão de Foguetes;63;49;9;5;0.7778;0.1429
FCTE0030;Propulsão de Foguetes;38;29;7;2;0.7632;0.1842
FCTE0030;Propulsão de Foguetes;61;50;9;2;0.8197;0.1475
FCTE0030;Propulsão de Foguetes;32;25;5;2;0.7812;0.1562
FCTE0030;Propulsão de Foguetes;61;46;12;3;0.7541;0.1967
FCTE0030;Propulsão de Foguetes;48;32;15;1;0.6667;0.3125
FCTE0030;Propulsão de Foguetes;32;24;7;1;0.75;0.2188
FCTE0030;Propulsão de Foguetes;40;35;3;2;0.875;0.075
FCTE0030;Propulsão de Foguetes;55;36;17;2;0.6545;0.3091
FCTE0030;Propulsão de Foguetes;34;25;9;0;0.7353;0.2647
FCTE0030;Propulsão de Foguetes;60;49;10;1;0.8167;0.1667
FCTE0030;Propulsão de Foguetes;44;37;7;0;0.8409;0.1591
FCTE0030;Propulsão de Foguetes;65;47;18;0;0.7231;0.2769
FCTE0030;Propulsão de Foguetes;59;43;10;6;0.7288;0.1695
FCTE0030;Propulsão de Foguetes;51;43;6;2;0.8431;0.1176
FCTE0030;Propulsão de Foguetes;58;44;12;2;0.7586;0.2069
FCTE0030;Propulsão de Foguetes;55;44;10;1;0.8;0.1818
FCTE0030;Propulsão de Foguetes;51;43;7;1;0.8431;0.1373
FCTE0031;Aviónica;74;54;17;3;0.7297;0.2297
FCTE0031;Aviónica;50;40;9;1;0.8;0.18
FCTE0031;Aviónica;52;40;10;2;0.7692;0.1923
FCTE0031;Aviónica;63;50;12;1;0.7937;0.1905
FCTE0031;Aviónica;78;54;20;4;0.6923;0.2564
FCTE0031;Aviónica;56;45;10;1;0.8036;0.1786
FCTE0031;Aviónica;82;63;16;3;0.7683;0.1951
FCTE0031;Aviónica;49;40;9;0;0.8163;0.1837
FCTE0031;Aviónica;54;38;13;3;0.7037;0.2407
FCTE0031;Aviónica;42;35;7;0;0.8333;0.1667
FCTE0031;Aviónica;52;37;14;1;0.7115;0.2692
FCTE0031;Aviónica;61;49;12;0;0.8033;0.1967
FCTE0031;Aviónica;24;15;9;0;0.625;0.375
FCTE0031;Aviónica;33;24;7;2;0.7273;0.2121
FCTE0031;Aviónica;41;32;8;1;0.7805;0.1951
FCTE0031;Aviónica;79;62;15;2;0.7848;0.1899
FCTE0031;Aviónica;39;24;14;1;0.6154;0.359
FCTE0031;Aviónica;18;10;8;0;0.5556;0.4444
FCTE0031;Aviónica;58;41;14;3;0.7069;0.2414
FCTE0031;Aviónica;81;60;17;4;0.7407;0.2099
FCTE0031;Aviónica;73;55;12;6;0.7534;0.1644
FCTE0031;Aviónica;74;60;12;2;0.8108;0.1622
FCTE0031;Aviónica;42;29;10;3;0.6905;0.2381
FCTE0031;Aviónica;63;44;17;2;0.6984;0.2698
FCTE0032;Navegação Aérea;50;37;11;2;0.74;0.22
FCTE0032;Navegação Aérea;43;35;6;2;0.814;0.1395
FCTE0032;Navegação Aérea;82;59;20;3;0.7195;0.2439
FCTE0032;Navegação Aérea;49;31;13;5;0.6327;0.2653
FCTE0032;Navegação Aérea;63;49;14;0;0.7778;0.2222
FCTE0032;Navegação Aérea;25;18;4;3;0.72;0.16
FCTE0032;Navegação Aérea;46;32;14;0;0.6957;0.3043
FCTE0032;Navegação Aérea;51;40;7;4;0.7843;0.1373
FCTE0032;Navegação Aérea;23;18;5;0;0.7826;0.2174
FCTE0032;Navegação Aérea;59;41;14;4;0.6949;0.2373
FCTE0032;Navegação Aérea;56;46;8;2;0.8214;0.1429
FCTE0032;Navegação Aérea;50;41;7;2;0.82;0.14
FCTE0032;Navegação Aérea;20;14;4;2;0.7;0.2
FCTE0032;Navegação Aérea;44;36;7;1;0.8182;0.1591
FCTE0032;Navegação Aérea;53;36;13;4;0.6792;0.2453
FCTE0032;Navegação Aérea;66;54;8;4;0.8182;0.1212
FCTE0032;Navegação Aérea;77;52;25;0;0.6753;0.3247
FCTE0032;Navegação Aérea;31;17;12;2;0.5484;0.3871
FCTE0032;Navegação Aérea;72;56;6;10;0.7778;0.0833
FCTE0032;Navegação Aérea;21;15;6;0;0.7143;0.2857
FCTE0032;Navegação Aérea;58;45;11;2;0.7759;0.1897
FCTE0032;Navegação Aérea;59;36;21;2;0.6102;0.3559
FCTE0032;Navegação Aérea;82;60;20;2;0.7317;0.2439
FCTE0032;Navegação Aérea;18;14;4;0;0.7778;0.2222
FCTE0033;Transferência de Calor Aeroespacial;68;45;23;0;0.6618;0.3382
FCTE0033;Transferência de Calor Aeroespacial;35;22;10;3;0.6286;0.2857
FCTE0033;Transferência de Calor Aeroespacial;79;35;43;1;0.443;0.5443
FCTE0033;Transferência de Calor Aeroespacial;81;55;21;5;0.679;0.2593
FCTE0033;Transferência de Calor Aeroespacial;21;8;12;1;0.381;0.5714
FCTE0033;Transferência de Calor Aeroespacial;76;51;21;4;0.6711;0.2763
FCTE0033;Transferência de Calor Aeroespacial;30;19;10;1;0.6333;0.3333
FCTE0033;Transferência de Calor Aeroespacial;66;48;16;2;0.7273;0.2424
FCTE0033;Transferência de Calor Aeroespacial;77;60;13;4;0.7792;0.1688
FCTE0033;Transferência de Calor Aeroespacial;51;32;17;2;0.6275;0.3333
FCTE0033;Transferência de Calor Aeroespacial;19;10;7;2;0.5263;0.3684
FCTE0033;Transferência de Calor Aeroespacial;60;43;15;2;0.7167;0.25
